"ICM_CITY_CD","ICM_CITY_DESC","ISM_STATE_CD","ISM_STATE_DESC"
"ANNAVASAL","ANNAVASAL","TAMILNADU","TAMILNADU"
"ANSING","ANSING","MAHARASHTRA","MAHARASHTRA"
"ANTA","ANTA","RAJASTHAN","RAJASTHAN"
"ANUPSHAHR","ANUPSHAHR","UTTAR PRADESH","UTTAR PRADESH"
"ARANGHATA","ARANGHATA","WEST BENGAL","WEST BENGAL"
"ARAVAKURICHI","ARAVAKURICHI","TAMILNADU","TAMILNADU"
"ARAVENU","ARAVENU","TAMILNADU","TAMILNADU"
"AREI","AREI","ODISHA","ODISHA"
"ARMORI","ARMORI","MAHARASHTRA","MAHARASHTRA"
"ARONDA","ARONDA","MAHARASHTRA","MAHARASHTRA"
"ARTHUNA","ARTHUNA","RAJASTHAN","RAJASTHAN"
"ARUMUGANERI","ARUMUGANERI","TAMILNADU","TAMILNADU"
"ASIFABAD","ASIFABAD","TELANGANA","TELANGANA"
"ASIND","ASIND","RAJASTHAN","RAJASTHAN"
"ASPUR","ASPUR","RAJASTHAN","RAJASTHAN"
"ATHARGA","ATHARGA","KARNATAKA","KARNATAKA"
"ATREYAPURAM","ATREYAPURAM","ANDHRA PRADESH","ANDHRA PRADESH"
"ATTABIRA","ATTABIRA","ODISHA","ODISHA"
"AVIKA NAGAR","AVIKA NAGAR","RAJASTHAN","RAJASTHAN"
"AZHAGAPPAPURAM","AZHAGAPPAPURAM","TAMILNADU","TAMILNADU"
"BABRALA","BABRALA","UTTAR PRADESH","UTTAR PRADESH"
"BABURI","BABURI","UTTAR PRADESH","UTTAR PRADESH"
"BADAKODANDA","BADAKODANDA","ODISHA","ODISHA"
"BADAUSA","BADAUSA","UTTAR PRADESH","UTTAR PRADESH"
"BAGRA","BAGRA","RAJASTHAN","RAJASTHAN"
"BAISINGA","BAISINGA","ODISHA","ODISHA"
"BAJAL","BAJAL","KARNATAKA","KARNATAKA"
"BAKANI","BAKANI","RAJASTHAN","RAJASTHAN"
"BAKLOH","BAKLOH","HIMACHAL PRADESH","HIMACHAL PRADESH"
"BALADIA","BALADIA","GUJARAT","GUJARAT"
"BALIANTA","BALIANTA","ODISHA","ODISHA"
"BALIMELA","BALIMELA","ODISHA","ODISHA"
"BALIPATNA","BALIPATNA","ODISHA","ODISHA"
"BALLIPADAR","BALLIPADAR","ODISHA","ODISHA"
"BANARHAT","BANARHAT","WEST BENGAL","WEST BENGAL"
"BANARPAL","BANARPAL","ODISHA","ODISHA"
"BANKHANDI","BANKHANDI","HIMACHAL PRADESH","HIMACHAL PRADESH"
"BANKIKODLA","BANKIKODLA","KARNATAKA","KARNATAKA"
"BANTALA","BANTALA","ODISHA","ODISHA"
"BARABAGAN","BARABAGAN","WEST BENGAL","WEST BENGAL"
"BARANG","BARANG","ODISHA","ODISHA"
"BARGAON","BARGAON","ODISHA","ODISHA"
"BARSAHI","BARSAHI","ODISHA","ODISHA"
"BARUNDAI","BARUNDAI","ODISHA","ODISHA"
"BASRUR","BASRUR","KARNATAKA","KARNATAKA"
"BAUNSUNI","BAUNSUNI","ODISHA","ODISHA"
"BAYAD","BAYAD","GUJARAT","GUJARAT"
"BECHRAJI","BECHRAJI","GUJARAT","GUJARAT"
"BEGUNIAPADA","BEGUNIAPADA","ODISHA","ODISHA"
"SUNABEDA","SUNABEDA","ODISHA","ODISHA"
"TIRUPATHUR","TIRUPATHUR","TAMILNADU","TAMILNADU"
"JHABUA","JHABUA","MADHYA PRADESH","MADHYA PRADESH"
"BISTUPUR","BISTUPUR","JHARKHAND","JHARKHAND"
"OMALLOOR","OMALLOOR","KERALA","KERALA"
"BIAORA","BIAORA","MADHYA PRADESH","MADHYA PRADESH"
"DAHOD","DAHOD","GUJARAT","GUJARAT"
"MADIKERI","MADIKERI","KARNATAKA","KARNATAKA"
"PERIYAR","PERIYAR","TAMILNADU","TAMILNADU"
"COONOR","COONOR","TAMILNADU","TAMILNADU"
"MAHOBA","MAHOBA","UTTAR PRADESH","UTTAR PRADESH"
"ANAKAPALLI","ANAKAPALLI","ANDHRA PRADESH","ANDHRA PRADESH"
"NEMUGURI","NEMUGURI","ASSAM","ASSAM"
"MANDI DABWALI","MANDI DABWALI","HARYANA","HARYANA"
"BALACHAUR","BALACHAUR","PUNJAB","PUNJAB"
"DIMA HASAO","DIMA HASAO","ASSAM","ASSAM"
"HOLALKERE","HOLALKERE","KARNATAKA","KARNATAKA"
"IDAR","IDAR","GUJARAT","GUJARAT"
"SUGAULI","SUGAULI","BIHAR","BIHAR"
"NOORPUR","NOORPUR","UTTAR PRADESH","UTTAR PRADESH"
"CHANDUR","CHANDUR","ANDHRA PRADESH","ANDHRA PRADESH"
"SURANGI","SURANGI","ODISHA","ODISHA"
"DAKSHINA KANNADA","DAKSHINA KANNADA","KARNATAKA","KARNATAKA"
"BOUDHA","BOUDHA","ODISHA","ODISHA"
"HONAVAR","HONAVAR","KARNATAKA","KARNATAKA"
"BADGAON","BADGAON","RAJASTHAN","RAJASTHAN"
"PEDDAPURAM","PEDDAPURAM","ANDHRA PRADESH","ANDHRA PRADESH"
"KOTPUTLI","KOTPUTLI","RAJASTHAN","RAJASTHAN"
"BHIWANDI","BHIWANDI","MAHARASHTRA","MAHARASHTRA"
"KAUSHAMBI","KAUSHAMBI","UTTAR PRADESH","UTTAR PRADESH"
"KHERI","KHERI","UTTAR PRADESH","UTTAR PRADESH"
"KARJAN","KARJAN","GUJARAT","GUJARAT"
"GURSARAI","GURSARAI","UTTAR PRADESH","UTTAR PRADESH"
"CHAS","CHAS","JHARKHAND","JHARKHAND"
"BULANDSHAHR","BULANDSHAHR","UTTAR PRADESH","UTTAR PRADESH"
"SIRSA","SIRSA","HARYANA","HARYANA"
"WEST MEDINIPUR","WEST MEDINIPUR","WEST BENGAL","WEST BENGAL"
"BAGALKOT","BAGALKOT","KARNATAKA","KARNATAKA"
"KARANJIA","KARANJIA","ODISHA","ODISHA"
"SHEIKHPURA","SHEIKHPURA","BIHAR","BIHAR"
"MIRZAPUR","MIRZAPUR","UTTAR PRADESH","UTTAR PRADESH"
"WAI","WAI","MAHARASHTRA","MAHARASHTRA"
"NANDURBAR","NANDURBAR","MAHARASHTRA","MAHARASHTRA"
"GADCHIROLI","GADCHIROLI","MAHARASHTRA","MAHARASHTRA"
"KHERALU","KHERALU","GUJARAT","GUJARAT"
"BEED","BEED","MAHARASHTRA","MAHARASHTRA"
"MALLAPALLY","MALLAPALLY","KERALA","KERALA"
"MANJERI","MANJERI","KERALA","KERALA"
"JALLAM","JALLAM","UTTAR PRADESH","UTTAR PRADESH"
"KESHTOPUR","KESHTOPUR","WEST BENGAL","WEST BENGAL"
"SANKESWAR","SANKESWAR","KARNATAKA","KARNATAKA"
"KALYANI","KALYANI","WEST BENGAL","WEST BENGAL"
"TIRUR","TIRUR","KERALA","KERALA"
"NARMADA","NARMADA","GUJARAT","GUJARAT"
"EAST KHASI HILLS","EAST KHASI HILLS","MEGHALAYA","MEGHALAYA"
"NICOBAR","NICOBAR","ANDAMAN AND NICOBAR","ANDAMAN AND NICOBAR"
"KOTHAPALLI","KOTHAPALLI","ANDHRA PRADESH","ANDHRA PRADESH"
"MENDARDA","MENDARDA","GUJARAT","GUJARAT"
"NAGINA","NAGINA","UTTAR PRADESH","UTTAR PRADESH"
"BANAT","BANAT","UTTAR PRADESH","UTTAR PRADESH"
"BIDHUNA","BIDHUNA","UTTAR PRADESH","UTTAR PRADESH"
"MULLANPUR DAKHA","MULLANPUR DAKHA","PUNJAB","PUNJAB"
"ARIMALAM","ARIMALAM","TAMILNADU","TAMILNADU"
"DOBOKA","DOBOKA","ASSAM","ASSAM"
"IRUMENI","IRUMENI","TAMILNADU","TAMILNADU"
"KATTUMANNARKOIL","KATTUMANNARKOIL","TAMILNADU","TAMILNADU"
"LOVEDALE","LOVEDALE","TAMILNADU","TAMILNADU"
"NAGAI","NAGAI","TAMILNADU","TAMILNADU"
"NANGUNERI","NANGUNERI","TAMILNADU","TAMILNADU"
"PEYANVILAI","PEYANVILAI","TAMILNADU","TAMILNADU"
"RAMAKRISHNARAJUPETA","RAMAKRISHNARAJUPETA","TAMILNADU","TAMILNADU"
"SALAVAKKAM","SALAVAKKAM","TAMILNADU","TAMILNADU"
"THIRUVALLUR","THIRUVALLUR","TAMILNADU","TAMILNADU"
"VADAKUTHU","VADAKUTHU","TAMILNADU","TAMILNADU"
"VALLANAD","VALLANAD","TAMILNADU","TAMILNADU"
"UDAIPUR_TRI","UDAIPUR","TRIPURA","TRIPURA"
"AURIHAR","AURIHAR","UTTAR PRADESH","UTTAR PRADESH"
"BINDKI","BINDKI","UTTAR PRADESH","UTTAR PRADESH"
"GOPESHWAR","GOPESHWAR","UTTAR PRADESH","UTTAR PRADESH"
"JALVAYU VIHAR","JALVAYU VIHAR","UTTAR PRADESH","UTTAR PRADESH"
"KAMALPUR","KAMALPUR","UTTAR PRADESH","UTTAR PRADESH"
"KHATUALI","KHATUALI","UTTAR PRADESH","UTTAR PRADESH"
"KUSHINAGAR","KUSHINAGAR","UTTAR PRADESH","UTTAR PRADESH"
"MAHOLI","MAHOLI","UTTAR PRADESH","UTTAR PRADESH"
"SANT KABIR NAGAR","SANT KABIR NAGAR","UTTAR PRADESH","UTTAR PRADESH"
"RENUKOOT","RENUKOOT","UTTAR PRADESH","UTTAR PRADESH"
"AWANTIPORA","AWANTIPORA","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"JALAUN","JALAUN","UTTAR PRADESH","UTTAR PRADESH"
"BANDA","BANDA","UTTAR PRADESH","UTTAR PRADESH"
"CHHAPRAULI","CHHAPRAULI","UTTAR PRADESH","UTTAR PRADESH"
"HIREKARUR","HIREKARUR","KARNATAKA","KARNATAKA"
"GURUDAWARA","GURUDAWARA","UTTARAKHAND","UTTARAKHAND"
"MUNIRABAD","MUNIRABAD","KARNATAKA","KARNATAKA"
"RAHATA","RAHATA","MAHARASHTRA","MAHARASHTRA"
"BELAGANJ","BELAGANJ","BIHAR","BIHAR"
"BELLARE","BELLARE","KARNATAKA","KARNATAKA"
"BELPAHAR R S","BELPAHAR R S","ODISHA","ODISHA"
"BETAI","BETAI","WEST BENGAL","WEST BENGAL"
"BETBARI","BETBARI","ASSAM","ASSAM"
"BETIM","BETIM","GOA","GOA"
"BETNOTI","BETNOTI","ODISHA","ODISHA"
"BETULGANJ","BETULGANJ","MADHYA PRADESH","MADHYA PRADESH"
"BHACHAU","BHACHAU","GUJARAT","GUJARAT"
"BHADRAVATI","BHADRAVATI","MAHARASHTRA","MAHARASHTRA"
"BHAGABATPUR","BHAGABATPUR","ODISHA","ODISHA"
"BHAIYATHAN","BHAIYATHAN","CHHATTISGARH","CHHATTISGARH"
"BHALEJ","BHALEJ","GUJARAT","GUJARAT"
"BHAPUR","BHAPUR","ODISHA","ODISHA"
"BHILDI","BHILDI","GUJARAT","GUJARAT"
"BHOOM","BHOOM","MAHARASHTRA","MAHARASHTRA"
"BHUKTA","BHUKTA","ODISHA","ODISHA"
"BHUNTAR","BHUNTAR","HIMACHAL PRADESH","HIMACHAL PRADESH"
"BHUPALPUR","BHUPALPUR","WEST BENGAL","WEST BENGAL"
"BHUVANAGIRI","BHUVANAGIRI","TAMILNADU","TAMILNADU"
"BILARI","BILARI","UTTAR PRADESH","UTTAR PRADESH"
"BILSI","BILSI","UTTAR PRADESH","UTTAR PRADESH"
"BINJHARPUR","BINJHARPUR","ODISHA","ODISHA"
"BIRIDI ROAD","BIRIDI ROAD","ODISHA","ODISHA"
"BIRMAHARAJPUR","BIRMAHARAJPUR","ODISHA","ODISHA"
"BODELI","BODELI","GUJARAT","GUJARAT"
"BOLANI","BOLANI","ODISHA","ODISHA"
"BORIA","BORIA","GUJARAT","GUJARAT"
"BUDITHI","BUDITHI","ANDHRA PRADESH","ANDHRA PRADESH"
"BUNIADPUR","BUNIADPUR","WEST BENGAL","WEST BENGAL"
"BURHAR","BURHAR","MADHYA PRADESH","MADHYA PRADESH"
"CARMONA","CARMONA","GOA","GOA"
"CHABUA","CHABUA","ASSAM","ASSAM"
"CHAINPAL COLONY","CHAINPAL COLONY","ODISHA","ODISHA"
"CHAITANYAPUR","CHAITANYAPUR","WEST BENGAL","WEST BENGAL"
"CHAKLASI","CHAKLASI","GUJARAT","GUJARAT"
"CHAMORSHI","CHAMORSHI","MAHARASHTRA","MAHARASHTRA"
"CHAMPION REEFS","CHAMPION REEFS","KARNATAKA","KARNATAKA"
"CHAMRAJ ESTATE","CHAMRAJ ESTATE","TAMILNADU","TAMILNADU"
"CHANASMA","CHANASMA","GUJARAT","GUJARAT"
"CHANDERI","CHANDERI","MADHYA PRADESH","MADHYA PRADESH"
"CHANDI","CHANDI","BIHAR","BIHAR"
"CHANDOL","CHANDOL","ODISHA","ODISHA"
"CHANDRAGIRI_ORI","CHANDRAGIRI","ODISHA","ODISHA"
"CHANDRAI","CHANDRAI","RAJASTHAN","RAJASTHAN"
"CHAPARTHI","CHAPARTHI","TAMILNADU","TAMILNADU"
"CHARINANGAL","CHARINANGAL","ODISHA","ODISHA"
"CHENARI","CHENARI","BIHAR","BIHAR"
"CHENGAM","CHENGAM","TAMILNADU","TAMILNADU"
"CHHARRA","CHHARRA","UTTAR PRADESH","UTTAR PRADESH"
"CHHENDIPADA","CHHENDIPADA","ODISHA","ODISHA"
"CHICHLI","CHICHLI","MADHYA PRADESH","MADHYA PRADESH"
"CHIKHODRA","CHIKHODRA","GUJARAT","GUJARAT"
"CHINGOLI","CHINGOLI","KERALA","KERALA"
"CHINNA MANDEM","CHINNA MANDEM","ANDHRA PRADESH","ANDHRA PRADESH"
"CHINNALAPATTI","CHINNALAPATTI","TAMILNADU","TAMILNADU"
"CHINTALURU","CHINTALURU","ANDHRA PRADESH","ANDHRA PRADESH"
"CHIRIMIRI","CHIRIMIRI","CHHATTISGARH","CHHATTISGARH"
"CHITRADA","CHITRADA","ODISHA","ODISHA"
"CHITYALA","CHITYALA","ANDHRA PRADESH","ANDHRA PRADESH"
"CHOPAN","CHOPAN","UTTAR PRADESH","UTTAR PRADESH"
"CHURK","CHURK","UTTAR PRADESH","UTTAR PRADESH"
"COLVALE","COLVALE","GOA","GOA"
"CORDITE FACTORY","CORDITE FACTORY","TAMILNADU","TAMILNADU"
"CUNCOLIM","CUNCOLIM","GOA","GOA"
"DALA","DALA","ODISHA","ODISHA"
"DALHOUSIE CANTT_HIM","DALHOUSIE CANTT","HIMACHAL PRADESH","HIMACHAL PRADESH"
"DAMUA","DAMUA","MADHYA PRADESH","MADHYA PRADESH"
"DASARATHPUR","DASARATHPUR","ODISHA","ODISHA"
"DASPALLA","DASPALLA","ODISHA","ODISHA"
"DAVOL","DAVOL","GUJARAT","GUJARAT"
"DEBI NAGAR","DEBI NAGAR","WEST BENGAL","WEST BENGAL"
"LADAKH","LADAKH","LADAKH","LADAKH"
"JHAJJAR","JHAJJAR","HARYANA","HARYANA"
"PRAKASAM","PRAKASAM","ANDHRA PRADESH","ANDHRA PRADESH"
"RAYAPURAM","RAYAPURAM","TAMILNADU","TAMILNADU"
"KAIGA","KAIGA","KARNATAKA","KARNATAKA"
"AMBIKAPUR","AMBIKAPUR","CHHATTISGARH","CHHATTISGARH"
"KATAKOL","KATAKOL","KARNATAKA","KARNATAKA"
"ANUPPUR","ANUPPUR","MADHYA PRADESH","MADHYA PRADESH"
"SERAIKELA","SERAIKELA","JHARKHAND","JHARKHAND"
"RAYYA","RAYYA","PUNJAB","PUNJAB"
"NAPA","NAPA","GUJARAT","GUJARAT"
"VAZHAKKAD","VAZHAKKAD","KERALA","KERALA"
"BARWALA","BARWALA","HARYANA","HARYANA"
"CHANDANNAGAR","CHANDANNAGAR","WEST BENGAL","WEST BENGAL"
"MODINAGAR","MODINAGAR","UTTAR PRADESH","UTTAR PRADESH"
"ATAWA","ATAWA","CHANDIGARH","CHANDIGARH"
"WOKHA","WOKHA","NAGALAND","NAGALAND"
"TIRORA","TIRORA","MAHARASHTRA","MAHARASHTRA"
"KHURAI","KHURAI","MADHYA PRADESH","MADHYA PRADESH"
"KOTDWARA","KOTDWARA","UTTARAKHAND","UTTARAKHAND"
"MAWANA","MAWANA","UTTAR PRADESH","UTTAR PRADESH"
"SADABAD","SADABAD","UTTAR PRADESH","UTTAR PRADESH"
"TALOD","TALOD","GUJARAT","GUJARAT"
"KIRIBURU","KIRIBURU","JHARKHAND","JHARKHAND"
"MOKAMA","MOKAMA","BIHAR","BIHAR"
"PARTUR","PARTUR","MAHARASHTRA","MAHARASHTRA"
"BISHNUPUR_WES","BISHNUPUR","WEST BENGAL","WEST BENGAL"
"RATH","RATH","UTTAR PRADESH","UTTAR PRADESH"
"._ARU",".","ARUNACHAL PRADESH","ARUNACHAL PRADESH"
"._ASS",".","ASSAM","ASSAM"
"._DAD",".","DADRA HAVELI AND DAMANDIU","DADRA HAVELI AND DAMANDIU"
"._DAM",".","DADRA HAVELI AND DAMANDIU","DADRA HAVELI AND DAMANDIU"
"._JHA",".","JHARKHAND","JHARKHAND"
"._ORI",".","ODISHA","ODISHA"
"._PUN",".","PUNJAB","PUNJAB"
"._UTT",".","UTTARAKHAND","UTTARAKHAND"
"._WES",".","WEST BENGAL","WEST BENGAL"
"._GUJ",".","GUJARAT","GUJARAT"
"BANGALORE RURAL","BANGALORE RURAL","KARNATAKA","KARNATAKA"
"RAEBARELI","RAEBARELI","UTTAR PRADESH","UTTAR PRADESH"
"KANYAKUMARI","KANYAKUMARI","TAMILNADU","TAMILNADU"
"PARLI","PARLI","MAHARASHTRA","MAHARASHTRA"
"CHIRALA","CHIRALA","ANDHRA PRADESH","ANDHRA PRADESH"
"KURUVIKULUM","KURUVIKULUM","TAMILNADU","TAMILNADU"
"DHOLPUR","DHOLPUR","RAJASTHAN","RAJASTHAN"
"DUNGARPUR","DUNGARPUR","RAJASTHAN","RAJASTHAN"
"BULDHANA","BULDHANA","MAHARASHTRA","MAHARASHTRA"
"DELHI","DELHI","DELHI","DELHI"
"GONIKOPPAL","GONIKOPPAL","KARNATAKA","KARNATAKA"
"KUMTA","KUMTA","KARNATAKA","KARNATAKA"
"MAHASAMUND","MAHASAMUND","CHHATTISGARH","CHHATTISGARH"
"BIJAWAR","BIJAWAR","MADHYA PRADESH","MADHYA PRADESH"
"VIRAMGAM","VIRAMGAM","GUJARAT","GUJARAT"
"GHATOTAND","GHATOTAND","JHARKHAND","JHARKHAND"
"HAVERI","HAVERI","KARNATAKA","KARNATAKA"
"DALTONGANJ","DALTONGANJ","JHARKHAND","JHARKHAND"
"MANGALDOI","MANGALDOI","ASSAM","ASSAM"
"VALLABH VIDYANAGAR","VALLABH VIDYANAGAR","GUJARAT","GUJARAT"
"VIJAIPUR","VIJAIPUR","MADHYA PRADESH","MADHYA PRADESH"
"DULIAJAN","DULIAJAN","ASSAM","ASSAM"
"KOTKAPURA","KOTKAPURA","PUNJAB","PUNJAB"
"KENDRAPARA","KENDRAPARA","ODISHA","ODISHA"
"OSMANABAD","OSMANABAD","MAHARASHTRA","MAHARASHTRA"
"KYMORE","KYMORE","MADHYA PRADESH","MADHYA PRADESH"
"BARNALA","BARNALA","PUNJAB","PUNJAB"
"CHITTORGARH","CHITTORGARH","RAJASTHAN","RAJASTHAN"
"GADAG","GADAG","KARNATAKA","KARNATAKA"
"RAJGANGPUR","RAJGANGPUR","ODISHA","ODISHA"
"NURPUR","NURPUR","HIMACHAL PRADESH","HIMACHAL PRADESH"
"ANGUL","ANGUL","ODISHA","ODISHA"
"KRISHNAGIRI","KRISHNAGIRI","TAMILNADU","TAMILNADU"
"KOPPAL","KOPPAL","KARNATAKA","KARNATAKA"
"BARBIL","BARBIL","ODISHA","ODISHA"
"BHADRASAHI","BHADRASAHI","ODISHA","ODISHA"
"ANGAMALY","ANGAMALY","KERALA","KERALA"
"DHARMAPURI","DHARMAPURI","TAMILNADU","TAMILNADU"
"PATAN","PATAN","GUJARAT","GUJARAT"
"SINDKHEDA","SINDKHEDA","MAHARASHTRA","MAHARASHTRA"
"YAMUNA NAGAR","YAMUNA NAGAR","HARYANA","HARYANA"
"CHAMOLI","CHAMOLI","UTTARAKHAND","UTTARAKHAND"
"CHAMPAWAT","CHAMPAWAT","UTTARAKHAND","UTTARAKHAND"
"UDHAMPUR","UDHAMPUR","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"MAHBUBABAD","MAHBUBABAD","ANDHRA PRADESH","ANDHRA PRADESH"
"TENKASI","TENKASI","TAMILNADU","TAMILNADU"
"ANPARA","ANPARA","UTTAR PRADESH","UTTAR PRADESH"
"SIVAGANGA","SIVAGANGA","TAMILNADU","TAMILNADU"
"SONAIMUKH","SONAIMUKH","ASSAM","ASSAM"
"BEGUSARAI","BEGUSARAI","BIHAR","BIHAR"
"JAGGAYYAPET","JAGGAYYAPET","ANDHRA PRADESH","ANDHRA PRADESH"
"LAKHISARAI","LAKHISARAI","BIHAR","BIHAR"
"NAWADA","NAWADA","BIHAR","BIHAR"
"KHARAR","KHARAR","PUNJAB","PUNJAB"
"PLAMU","PLAMU","JHARKHAND","JHARKHAND"
"KINNAUR","KINNAUR","HIMACHAL PRADESH","HIMACHAL PRADESH"
"HOWRAH","HOWRAH","WEST BENGAL","WEST BENGAL"
"REWARI","REWARI","HARYANA","HARYANA"
"MAKRANA","MAKRANA","RAJASTHAN","RAJASTHAN"
"NASIRABAD","NASIRABAD","RAJASTHAN","RAJASTHAN"
"NAGAUR","NAGAUR","RAJASTHAN","RAJASTHAN"
"POKARAN","POKARAN","RAJASTHAN","RAJASTHAN"
"JAISALMER","JAISALMER","RAJASTHAN","RAJASTHAN"
"BARMER","BARMER","RAJASTHAN","RAJASTHAN"
"SURATGARH","SURATGARH","RAJASTHAN","RAJASTHAN"
"DHARAMPURI","DHARAMPURI","MADHYA PRADESH","MADHYA PRADESH"
"REWA","REWA","MADHYA PRADESH","MADHYA PRADESH"
"DISA","DISA","GUJARAT","GUJARAT"
"OKHA","OKHA","GUJARAT","GUJARAT"
"VERAVAL","VERAVAL","GUJARAT","GUJARAT"
"GAYA","GAYA","BIHAR","BIHAR"
"DARBHANGA","DARBHANGA","BIHAR","BIHAR"
"KAIMUR","KAIMUR","BIHAR","BIHAR"
"KOLKATA","KOLKATA","WEST BENGAL","WEST BENGAL"
"CHINSURA","CHINSURA","WEST BENGAL","WEST BENGAL"
"GAJAPATI","GAJAPATI","ODISHA","ODISHA"
"BAHARAMPUR","BAHARAMPUR","WEST BENGAL","WEST BENGAL"
"MAHABALESHWAR","MAHABALESHWAR","MAHARASHTRA","MAHARASHTRA"
"SATARA","SATARA","MAHARASHTRA","MAHARASHTRA"
"PALGHAR","PALGHAR","MAHARASHTRA","MAHARASHTRA"
"LATUR","LATUR","MAHARASHTRA","MAHARASHTRA"
"NANDED","NANDED","MAHARASHTRA","MAHARASHTRA"
"NAVI MUMBAI","NAVI MUMBAI","MAHARASHTRA","MAHARASHTRA"
"BIJAPUR","BIJAPUR","KARNATAKA","KARNATAKA"
"KODAIKANAL","KODAIKANAL","TAMILNADU","TAMILNADU"
"MAMALLAPURAM","MAMALLAPURAM","TAMILNADU","TAMILNADU"
"KANNUR","KANNUR","KERALA","KERALA"
"KOLLAM","KOLLAM","KERALA","KERALA"
"THRISSUR","THRISSUR","KERALA","KERALA"
"GUNTAKAL","GUNTAKAL","ANDHRA PRADESH","ANDHRA PRADESH"
"NALGONDA","NALGONDA","TELANGANA","TELANGANA"
"ELURU","ELURU","ANDHRA PRADESH","ANDHRA PRADESH"
"ADILABAD","ADILABAD","TELANGANA","TELANGANA"
"VIZIANAGARAM","VIZIANAGARAM","ANDHRA PRADESH","ANDHRA PRADESH"
"ANANTAPUR","ANANTAPUR","ANDHRA PRADESH","ANDHRA PRADESH"
"NAGAON","NAGAON","ASSAM","ASSAM"
"DISPUR","DISPUR","ASSAM","ASSAM"
"BALANGIR","BALANGIR","ODISHA","ODISHA"
"DHENKANAL","DHENKANAL","ODISHA","ODISHA"
"KORAPUT","KORAPUT","ODISHA","ODISHA"
"PURI","PURI","ODISHA","ODISHA"
"KONARAK","KONARAK","ODISHA","ODISHA"
"BALESHWAR","BALESHWAR","ODISHA","ODISHA"
"ALONG","ALONG","ARUNACHAL PRADESH","ARUNACHAL PRADESH"
"BOMDILA","BOMDILA","ARUNACHAL PRADESH","ARUNACHAL PRADESH"
"TEZU","TEZU","ARUNACHAL PRADESH","ARUNACHAL PRADESH"
"JHARIA","JHARIA","JHARKHAND","JHARKHAND"
"DHANBAD","DHANBAD","JHARKHAND","JHARKHAND"
"PALKOT","PALKOT","JHARKHAND","JHARKHAND"
"RANCHI","RANCHI","JHARKHAND","JHARKHAND"
"NACHARAM","NACHARAM","ANDHRA PRADESH","ANDHRA PRADESH"
"BURHANPUR","BURHANPUR","MADHYA PRADESH","MADHYA PRADESH"
"KASRAWAD","KASRAWAD","MADHYA PRADESH","MADHYA PRADESH"
"DHULIYAN","DHULIYAN","WEST BENGAL","WEST BENGAL"
"APO","APO","APO","APO"
"PANDHURNA","PANDHURNA","MADHYA PRADESH","MADHYA PRADESH"
"JANJGIR","JANJGIR","CHHATTISGARH","CHHATTISGARH"
"NASSAN","NASSAN","KARNATAKA","KARNATAKA"
"BARGARH","BARGARH","ODISHA","ODISHA"
"SIROHI","SIROHI","RAJASTHAN","RAJASTHAN"
"DAULATPUR CHOWK","DAULATPUR CHOWK","HIMACHAL PRADESH","HIMACHAL PRADESH"
"NANIKHADOL","NANIKHADOL","GUJARAT","GUJARAT"
"RAJASAMAND","RAJASAMAND","RAJASTHAN","RAJASTHAN"
"DATIA","DATIA","MADHYA PRADESH","MADHYA PRADESH"
"BUNDI","BUNDI","RAJASTHAN","RAJASTHAN"
"JAGADHRI","JAGADHRI","HARYANA","HARYANA"
"MALERKOTLA","MALERKOTLA","PUNJAB","PUNJAB"
"PUSAD","PUSAD","MAHARASHTRA","MAHARASHTRA"
"PATHALGAON","PATHALGAON","CHHATTISGARH","CHHATTISGARH"
"MORBI","MORBI","GUJARAT","GUJARAT"
"KADAPA","KADAPA","ANDHRA PRADESH","ANDHRA PRADESH"
"RANEBENNUR","RANEBENNUR","KARNATAKA","KARNATAKA"
"SAWANTWADI","SAWANTWADI","MAHARASHTRA","MAHARASHTRA"
"TULJAPUR","TULJAPUR","MAHARASHTRA","MAHARASHTRA"
"BAHRAICH","BAHRAICH","UTTAR PRADESH","UTTAR PRADESH"
"AURAIYA","AURAIYA","UTTAR PRADESH","UTTAR PRADESH"
"SHAKTINAGAR","SHAKTINAGAR","UTTAR PRADESH","UTTAR PRADESH"
"DIBIYAPUR","DIBIYAPUR","UTTAR PRADESH","UTTAR PRADESH"
"SIHORA","SIHORA","MADHYA PRADESH","MADHYA PRADESH"
"VADALUR","VADALUR","TAMILNADU","TAMILNADU"
"BINA PROJECT","BINA PROJECT","UTTAR PRADESH","UTTAR PRADESH"
"ANANTNAG","ANANTNAG","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"MAHUDHA","MAHUDHA","GUJARAT","GUJARAT"
"PAMGARH","PAMGARH","CHHATTISGARH","CHHATTISGARH"
"DARIBA","DARIBA","RAJASTHAN","RAJASTHAN"
"ALIBAG","ALIBAG","MAHARASHTRA","MAHARASHTRA"
"VASIND","VASIND","MAHARASHTRA","MAHARASHTRA"
"SIBSAGAR","SIBSAGAR","ASSAM","ASSAM"
"MEHKAR","MEHKAR","MAHARASHTRA","MAHARASHTRA"
"DARRANG","DARRANG","ASSAM","ASSAM"
"SHRIRAMPUR","SHRIRAMPUR","MAHARASHTRA","MAHARASHTRA"
"GULARIA","GULARIA","UTTAR PRADESH","UTTAR PRADESH"
